id,question,label,subtopic,language,source,group_id,review_status
calc_0154,"A person 6 feet tall walks away from a 15-foot lamppost at a speed of 4 feet per second. How fast is the tip of the person's shadow moving away from the lamppost?",CALCULUS,derivative_applications,en,synthetic,rr_shadow_lamppost_01,pending
calc_0155,"A kite flies at a constant height of 80 meters, and the wind carries it horizontally away from the person holding the string at 5 meters per second. How fast is the string being let out at the moment when 100 meters of string are out?",CALCULUS,derivative_applications,en,synthetic,rr_kite_string_01,pending
calc_0156,"A camera is located 2 km from the launch pad of a rocket that rises vertically. When the rocket is 1.5 km above the ground and rising at 300 km/h, how fast is the camera's angle of elevation to the rocket changing?",CALCULUS,derivative_applications,en,synthetic,rr_camera_rocket_01,pending
calc_0157,"A quick estimate of sqrt(16.2) is needed without a calculator. Use the linear approximation of f(x) = sqrt(x) at a = 16, and say whether the estimate is an overestimate or an underestimate.",CALCULUS,derivative_applications,en,synthetic,approx_linear_sqrt_01,pending
calc_0158,"Use differentials to estimate the change in the volume of a cube when its edge length increases from 10 cm to 10.1 cm.",CALCULUS,derivative_applications,en,synthetic,approx_differential_cube_01,pending
calc_0159,"Find the critical points of f(x) = x^4 - 4x^3 and decide whether each is a local maximum, a local minimum, or neither.",CALCULUS,derivative_applications,en,synthetic,crit_quartic_01,pending
calc_0160,"Find the intervals on which g(x) = x/(x^2 + 1) is increasing or decreasing, and identify its local extrema.",CALCULUS,derivative_applications,en,synthetic,mono_rational_extrema_01,pending
calc_0161,"Find the inflection points of f(x) = x^4 - 6x^2 and describe where f is concave up and concave down.",CALCULUS,derivative_applications,en,synthetic,infl_quartic_01,pending
calc_0162,"Find the absolute maximum and minimum values of f(x) = x - 2 sin(x) on the interval [0, 2π].",CALCULUS,derivative_applications,en,synthetic,extrema_trig_interval_01,pending
calc_0163,"Show that the graph of y = e^x lies on or above its tangent line at x = 0, and conclude that e^x ≥ 1 + x for every real number x.",CALCULUS,derivative_applications,en,synthetic,ineq_exp_tangent_01,pending
calc_0164,"By analyzing g(x) = x - 1 - ln(x) on (0, ∞), or by comparing ln(x) with its tangent line at x = 1, prove that ln(x) ≤ x - 1 for all x > 0.",CALCULUS,derivative_applications,en,synthetic,ineq_log_bound_01,pending
calc_0165,"Show that f(x) = x^3 - 3x + c has at most one root in the interval [-1, 1], no matter what the constant c is.",CALCULUS,derivative_applications,en,synthetic,rolle_at_most_one_root_01,pending
calc_0166,"A car travels 150 km along a straight highway in exactly 2 hours. Prove that at some instant its speed was exactly 75 km/h.",CALCULUS,derivative_applications,en,synthetic,mvt_average_speed_01,pending
calc_0167,"Find the number of real solutions of x^3 - 3x^2 + 5 = 0 by locating the local extrema of f(x) = x^3 - 3x^2 + 5 and examining the signs of f at those points.",CALCULUS,derivative_applications,en,synthetic,count_real_roots_cubic_01,pending
calc_0168,"Find the radius and height of the right circular cone of greatest volume that can be inscribed in a sphere of radius 3.",CALCULUS,derivative_applications,en,synthetic,opt_cone_in_sphere_01,pending
calc_0169,"A poster must have 300 cm^2 of printed area, with margins of 2 cm at the top and bottom and 3 cm on each side. Find the overall dimensions of the poster that minimize its total area.",CALCULUS,derivative_applications,en,synthetic,opt_poster_margins_01,pending
calc_0170,"A 20 cm piece of wire is cut into two pieces. One piece is bent into a square and the other into a circle. How should the wire be cut so that the total enclosed area is as small as possible?",CALCULUS,derivative_applications,en,synthetic,opt_wire_square_circle_01,pending
calc_0171,"A boat must travel from a point A on one bank of a straight river 3 km wide to a point B on the opposite bank, 8 km downstream from the point directly across from A. It can row at 6 km/h and walk along the bank at 10 km/h. At what point on the opposite bank should it land to make the trip as quick as possible?",CALCULUS,derivative_applications,en,synthetic,opt_river_crossing_time_01,pending
calc_0172,"The concentration of a medication t hours after it is taken is C(t) = 5t e^(-t/2) mg/L for t ≥ 0. At what time is the concentration greatest, and what is that maximum concentration?",CALCULUS,derivative_applications,en,synthetic,opt_drug_peak_01,pending
calc_0173,"Prove that among all rectangles with a fixed perimeter P, the square has the largest area.",CALCULUS,derivative_applications,en,synthetic,opt_rectangle_perimeter_proof_01,pending
calc_0174,"Find constants a and b such that f(x) = x^3 + ax^2 + bx has a local maximum at x = -1 and a local minimum at x = 3.",CALCULUS,derivative_applications,en,synthetic,crit_find_coefficients_01,pending
calc_0175,"A particle moves along the x-axis with position x(t) = t^3 - 9t^2 + 24t for t ≥ 0. Find the total distance the particle travels during the first 5 seconds.",CALCULUS,derivative_applications,en,synthetic,motion_total_distance_01,pending
calc_0176,"Use the second derivative test to classify the critical points of f(x) = x^3 - 12x + 5.",CALCULUS,derivative_applications,en,synthetic,crit_second_derivative_test_01,pending
calc_0177,"Find the linearization of f(x) = ln(x) at a = 1 and use it to approximate ln(1.05).",CALCULUS,derivative_applications,en,synthetic,approx_linearization_log_01,pending
calc_0178,"Find the general antiderivative of f(x) = 3x^2 - 4x + 5, and then find the particular antiderivative whose graph passes through the point (1, 2).",CALCULUS,integrals,en,synthetic,int_polynomial_basic_01,pending
calc_0179,"Find the area under the graph of y = sqrt(x) + 1/x between x = 1 and x = 4 by evaluating ∫_1^4 (sqrt(x) + 1/x) dx.",CALCULUS,integrals,en,synthetic,int_root_plus_reciprocal_01,pending
calc_0180,"Compute ∫ sin(3x) cos(3x) dx in two ways, with a substitution and with a double-angle identity, and explain why the two answers differ only by a constant.",CALCULUS,integrals,en,synthetic,int_sine_cosine_product_01,pending
calc_0181,"Evaluate ∫ x/(x^2 + 4) dx using the substitution u = x^2 + 4, and check your answer by differentiating it.",CALCULUS,integrals,en,synthetic,int_log_substitution_01,pending
calc_0182,"Evaluate ∫ e^(2x) cos(x) dx by applying integration by parts twice and solving the resulting equation for the integral.",CALCULUS,integrals,en,synthetic,int_by_parts_twice_exp_cos_01,pending
calc_0183,"Find the exact value of ∫_0^{π/4} tan(x) dx by writing tan(x) as sin(x)/cos(x) and using a substitution.",CALCULUS,integrals,en,synthetic,int_tangent_definite_01,pending
calc_0184,"Complete the square in the denominator to evaluate ∫ 1/(x^2 + 2x + 5) dx.",CALCULUS,integrals,en,synthetic,int_complete_square_arctan_01,pending
calc_0185,"Evaluate ∫ dx/(x sqrt(x^2 - 1)) for x > 1.",CALCULUS,integrals,en,synthetic,int_arcsecant_form_01,pending
calc_0186,"Find ∫ (2x + 3)/(x^2 + 3x - 4) dx on an interval where x^2 + 3x - 4 ≠ 0.",CALCULUS,integrals,en,synthetic,int_log_derivative_numerator_01,pending
calc_0187,"Evaluate ∫_0^1 x^2 sqrt(1 - x^3) dx using a suitable substitution, and change the limits of integration accordingly.",CALCULUS,integrals,en,synthetic,int_substitution_cube_root_form_01,pending
calc_0188,"Evaluate ∫ ln(x)/x dx for x > 0, and explain which substitution makes the integral straightforward.",CALCULUS,integrals,en,synthetic,int_log_over_x_01,pending
calc_0189,"Use integration by parts to evaluate the definite integral ∫_0^π x sin(x) dx, and interpret the result as a signed area.",CALCULUS,integrals,en,synthetic,int_by_parts_x_sine_definite_01,pending
calc_0190,"Find ∫ x^3 e^(x^2) dx by first substituting u = x^2 and then integrating by parts.",CALCULUS,integrals,en,synthetic,int_substitution_then_parts_01,pending
calc_0191,"Evaluate ∫ sec^2(x) tan^3(x) dx using the substitution suggested by the derivative of tan(x).",CALCULUS,integrals,en,synthetic,int_trig_powers_secant_tangent_01,pending
calc_0192,"Use a trigonometric substitution to find ∫ dx/(x^2 sqrt(x^2 + 4)) for x > 0.",CALCULUS,integrals,en,synthetic,int_trig_substitution_tangent_01,pending
calc_0193,"For which values of p does ∫_1^∞ x^(-p) dx converge? Evaluate the integral in those cases.",CALCULUS,integrals,en,synthetic,int_improper_p_test_01,pending
calc_0194,"The integrand ln(x) is unbounded near x = 0. Decide whether ∫_0^1 ln(x) dx converges, and find its value if it does.",CALCULUS,integrals,en,synthetic,int_improper_log_at_zero_01,pending
calc_0195,"The integrand 1/sqrt(1 - x^2) is unbounded near x = 1. Decide whether ∫_0^1 dx/sqrt(1 - x^2) converges, and find its value if it does.",CALCULUS,integrals,en,synthetic,int_improper_arcsine_endpoint_01,pending
calc_0196,"Does ∫_1^∞ sin^2(x)/x^2 dx converge? Justify your answer.",CALCULUS,integrals,en,synthetic,int_improper_comparison_test_01,pending
calc_0197,"Evaluate the improper integral ∫_{-∞}^{∞} 1/(1 + x^2) dx by splitting it at 0 and using an antiderivative.",CALCULUS,integrals,en,synthetic,int_improper_whole_line_arctan_01,pending
calc_0198,"Find the function f with f'(x) = 3 sin(x) + 2x and f(0) = 4.",CALCULUS,integrals,en,synthetic,int_antiderivative_initial_trig_01,pending
calc_0199,"A car traveling at 20 meters per second brakes with a constant deceleration of 8 meters per second squared. How far does it travel before coming to a stop?",CALCULUS,integrals,en,synthetic,int_braking_distance_01,pending
calc_0200,"A tree's height grows at the rate h'(t) = 0.5/sqrt(t + 1) meters per year, where t is measured in years. If the tree is 1 meter tall at t = 0, how tall is it at t = 8?",CALCULUS,integrals,en,synthetic,int_tree_height_growth_01,pending
calc_0201,"Use the half-angle identity for sin^2(x) to evaluate ∫_0^{π/2} sin^2(x) dx.",CALCULUS,integrals,en,synthetic,int_sine_squared_half_angle_01,pending
calc_0202,"Find ∫ (x^2 + 1)/((x - 1)(x + 2)) dx on an interval not containing 1 or -2.",CALCULUS,integrals,en,synthetic,int_partial_fractions_equal_degree_01,pending
calc_0203,"Evaluate ∫ dx/(1 + e^x) by multiplying the numerator and denominator by e^(-x), or by a substitution such as u = e^x.",CALCULUS,integrals,en,synthetic,int_exponential_rational_01,pending
calc_0204,"Use a trigonometric identity to rewrite tan^2(x), and then compute ∫ tan^2(x) dx.",CALCULUS,integrals,en,synthetic,int_tangent_squared_01,pending
calc_0205,"Evaluate ∫_0^1 arctan(x) dx by integration by parts, taking arctan(x) as the function to differentiate.",CALCULUS,integrals,en,synthetic,int_by_parts_arctan_01,pending
calc_0206,"Find ∫ sqrt(x) ln(x) dx for x > 0 by choosing u = ln(x) and dv = sqrt(x) dx, and simplify the result.",CALCULUS,integrals,en,synthetic,int_by_parts_root_log_01,pending
calc_0207,"Use the substitution u = ln(x) to evaluate ∫_e^(e^2) dx/(x ln(x)).",CALCULUS,integrals,en,synthetic,int_substitution_ln_ln_01,pending
calc_0208,"Use the Fundamental Theorem of Calculus to evaluate ∫_{-1}^{2} (x^3 - 2x) dx.",CALCULUS,integrals,en,synthetic,int_ftc_cubic_definite_01,pending
calc_0209,"Prove that ∫_{-a}^{a} f(x) dx = 0 whenever f is a continuous odd function on [-a, a].",CALCULUS,integrals,en,synthetic,int_odd_function_symmetry_proof_01,pending
calc_0210,"Show that if f is continuous on [a, b], then |∫_a^b f(x) dx| ≤ ∫_a^b |f(x)| dx.",CALCULUS,integrals,en,synthetic,int_absolute_value_inequality_proof_01,pending
calc_0211,"A radioactive sample emits at the rate e^(-3t) units per hour at time t hours. Find the total amount emitted over all time, ∫_0^∞ e^(-3t) dt.",CALCULUS,integrals,en,synthetic,int_improper_exponential_decay_01,pending
calc_0212,"Approximate ∫_0^1 x^2 dx using the trapezoidal rule with 4 equal subintervals.",CALCULUS,integrals,en,synthetic,int_trapezoid_rule_01,pending
calc_0213,"Approximate ∫_1^3 1/x dx using the midpoint rule with 4 equal subintervals.",CALCULUS,integrals,en,synthetic,int_midpoint_rule_01,pending
calc_0214,"Find the positive number a for which ∫_0^a (2x + 1) dx = 12.",CALCULUS,integrals,en,synthetic,int_solve_for_upper_limit_01,pending
calc_0215,"Find the area of the region bounded by y = sin(x), y = cos(x), x = 0, and x = π/4.",CALCULUS,integral_applications,en,synthetic,app_area_sine_cosine_01,pending
calc_0216,"Find the area of the region enclosed by the curve x = y^2 and the line y = x - 2.",CALCULUS,integral_applications,en,synthetic,app_area_parabola_line_in_y_01,pending
calc_0217,"Find the area of the region that lies under the curve y = 1/(1 + x^2) and above the x-axis for x ≥ 0.",CALCULUS,integral_applications,en,synthetic,app_area_unbounded_arctan_01,pending
calc_0218,"The region bounded by y = x^2 and y = 4 is rotated about the x-axis. Find the volume of the resulting solid.",CALCULUS,integral_applications,en,synthetic,app_volume_washer_parabola_line_01,pending
calc_0219,"Find the volume of the torus obtained by rotating the disk (x - 3)^2 + y^2 ≤ 1 about the y-axis.",CALCULUS,integral_applications,en,synthetic,app_volume_torus_01,pending
calc_0220,"Use cylindrical shells to find the volume of the solid obtained by rotating the region bounded by y = x^2, y = 0, and x = 2 about the y-axis.",CALCULUS,integral_applications,en,synthetic,app_volume_shells_parabola_01,pending
calc_0221,"Derive the formula for the volume of a sphere of radius r using integration.",CALCULUS,integral_applications,en,synthetic,app_volume_sphere_derivation_01,pending
calc_0222,"A solid has a circular base of radius 2. Every cross section perpendicular to a fixed diameter of the base is a square. Find the volume of the solid.",CALCULUS,integral_applications,en,synthetic,app_volume_square_cross_sections_01,pending
calc_0223,"A path in the plane follows the curve y = ln(cos(x)) for 0 ≤ x ≤ π/4. Find the length of the path.",CALCULUS,integral_applications,en,synthetic,app_arc_length_log_cosine_01,pending
calc_0224,"Find the area of the surface obtained by rotating the curve y = sqrt(x), 0 ≤ x ≤ 2, about the x-axis.",CALCULUS,integral_applications,en,synthetic,app_surface_area_root_curve_01,pending
calc_0225,"A thin rod of length 4 meters has density ρ(x) = 3 + x kilograms per meter at distance x meters from its left end. Find the total mass of the rod and the position of its center of mass.",CALCULUS,integral_applications,en,synthetic,app_mass_center_rod_01,pending
calc_0226,"A spring has natural length 0.5 m. A force of 20 N holds it stretched to a length of 0.7 m. How much work is required to stretch it from 0.7 m to 0.9 m? Assume Hooke's law.",CALCULUS,integral_applications,en,synthetic,app_work_spring_01,pending
calc_0227,"A cylindrical tank of radius 2 meters and height 5 meters is full of water, which has density 1000 kg/m^3. Find the work needed to pump all the water out over the top of the tank. Use g = 9.8 m/s^2.",CALCULUS,integral_applications,en,synthetic,app_work_pumping_tank_01,pending
calc_0228,"A uniform cable 30 meters long with mass 2 kilograms per meter hangs vertically from the top of a building. How much work is needed to pull the entire cable up to the top? Use g = 9.8 m/s^2.",CALCULUS,integral_applications,en,synthetic,app_work_hanging_cable_01,pending
calc_0229,"A vertical rectangular dam wall is 20 meters wide and 10 meters high, and the water behind it reaches the top. Find the total hydrostatic force on the wall. The density of water is 1000 kg/m^3; use g = 9.8 m/s^2.",CALCULUS,integral_applications,en,synthetic,app_force_dam_wall_01,pending
